recipe_name,ingredient_position,raw_ingredient_name,candidate_food_id,candidate_food_name,matched_source,similarity_score
Салат Оливье,5,% сметана,f3f41b69-8a0c-4276-b9d4-257deccaeb40,сметана 20,foods.name_similarity,0.7273
Салат Оливье,5,% сметана,66d951b0-9625-4484-9575-d7423cb6ac4e,сметана 25,foods.name_similarity,0.7273
Салат Оливье,5,% сметана,d3acb154-cc3f-4a14-beef-ada547a13c2f,сметана 30,foods.name_similarity,0.7273
Салат Оливье,5,% сметана,b7f5dbe6-ce47-40cf-be2a-8ddfdc9ca6df,сметана 40,foods.name_similarity,0.7273
Салат Оливье,5,% сметана,7674f413-4e05-4f08-ba01-7674344338aa,Сельдь в сметане,foods.name_similarity,0.3333
Салат Оливье,5,% сметана,a6d41004-fe33-46ce-98db-4e9d30a7746e,сметана 10,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,947d23e3-368f-4d40-8989-c2c54e92d0f7,сметана 12,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,33a004e7-9710-444e-aea9-2db390578f1f,сметана 15,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,99d17981-400f-4085-8eea-2ca01fcff1de,сметана 18,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,f3f41b69-8a0c-4276-b9d4-257deccaeb40,сметана 20,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,66d951b0-9625-4484-9575-d7423cb6ac4e,сметана 25,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,d3acb154-cc3f-4a14-beef-ada547a13c2f,сметана 30,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,b7f5dbe6-ce47-40cf-be2a-8ddfdc9ca6df,сметана 40,foods.name_word_similarity,0.7273
Салат Оливье,5,% сметана,7674f413-4e05-4f08-ba01-7674344338aa,Сельдь в сметане,foods.name_word_similarity,0.3750
Салат Оливье,5,% сметана,a6d41004-fe33-46ce-98db-4e9d30a7746e,сметана 10,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,947d23e3-368f-4d40-8989-c2c54e92d0f7,сметана 12,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,33a004e7-9710-444e-aea9-2db390578f1f,сметана 15,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,99d17981-400f-4085-8eea-2ca01fcff1de,сметана 18,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,f3f41b69-8a0c-4276-b9d4-257deccaeb40,сметана 20,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,66d951b0-9625-4484-9575-d7423cb6ac4e,сметана 25,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,d3acb154-cc3f-4a14-beef-ada547a13c2f,сметана 30,foods.normalized_name_ilike,null
Салат Оливье,5,% сметана,b7f5dbe6-ce47-40cf-be2a-8ddfdc9ca6df,сметана 40,foods.normalized_name_ilike,null
